SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
516064,ARROWGREEN  ,B ,Q,297.65,297.65,277.50,279.10,277.50,283.45,131,2751,784023.00,
516072,VISHNU CHEM ,B ,Q,258.05,259.00,245.50,251.20,254.90,268.10,57,2192,555567.00,
516078,JUMBO BAG   ,Z ,Q,13.80,13.80,13.80,13.80,13.80,13.18,1,10,138.00,
516082,N.R.AGARWAL ,B ,Q,492.20,494.40,472.00,473.35,472.00,481.05,85,2977,1440941.00,
516086,SH.RAJES.PAP,XT,Q,10.01,10.01,10.01,10.01,10.01,9.86,2,400,4004.00,
516096,SANGAL PAPER,XT,Q,144.35,144.35,144.35,144.35,144.35,151.90,9,4400,635140.00,
516106,SH.KARTHIK P,X ,Q,16.00,16.65,16.00,16.30,16.30,16.20,3,300,4895.00,
516108,S.I.PAPER   ,XT,Q,119.00,119.00,109.05,115.00,115.00,113.70,13,2214,244862.00,
516110,SCANDENT    ,X ,Q,19.15,19.15,18.10,18.10,18.10,18.90,21,890,16665.00,
517015,VINDHYA TELE,B ,Q,1145.70,1145.70,1090.00,1105.95,1091.00,1145.70,123,2368,2659821.00,
517035,RUTTONSHA IN,X ,Q,46.50,49.95,46.50,49.60,49.75,46.50,16,615,30219.00,
517041,ADORWELDING ,B ,Q,370.65,382.35,370.65,376.10,377.25,377.10,41,693,262341.00,
517059,SALZER ELEC ,B ,Q,196.00,205.00,196.00,202.85,202.85,195.25,71,3331,670752.00,
517063,JETINFOTRAN ,X ,Q,58.25,59.10,55.50,58.00,58.00,58.80,21,335,19009.00,
517080,HIGHGROUND  ,B ,Q,12.32,12.32,12.00,12.01,12.01,12.06,21,14920,179825.00,
517119,PCS TECH    ,X ,Q,20.40,20.45,19.25,19.35,19.25,20.75,19,3728,73476.00,
517140,MOSER BEAR  ,T ,Q,2.75,2.75,2.56,2.59,2.56,2.68,64,52861,138705.00,
517146,USHA MART.LT,B ,Q,22.00,23.15,21.95,22.80,23.00,21.70,267,108924,2482454.00,
517166,SPEL SEMICON,X ,Q,10.22,10.75,10.17,10.50,10.50,10.69,14,4598,48161.00,
517168,SUBROS LTD. ,B ,Q,306.00,306.00,296.50,298.10,298.30,304.15,140,2698,807062.00,
517170,KLKELEC     ,XT,Q,11.41,11.41,11.41,11.41,11.41,12.00,1,100,1141.00,
517174,HONEYWELL   ,B ,Q,18700.00,18900.00,18692.75,18815.50,18815.50,18455.25,59,155,2904181.00,
517206,LUMAX IND   ,B ,Q,2328.40,2367.35,2305.30,2315.70,2310.15,2338.00,36,92,214305.00,
517214,SPICEMOBI   ,B ,Q,14.55,14.55,13.55,14.15,14.15,14.75,22,6412,92252.00,
517224,SUJANA INDUS,B ,Q,0.59,0.59,0.57,0.57,0.57,0.59,7,4000,2337.00,
517238,DYNAVISION  ,XT,Q,62.95,63.00,62.95,62.95,63.00,60.00,3,201,12653.00,
517246,BCC FUBA    ,XT,Q,15.80,15.80,15.80,15.80,15.80,15.80,6,800,12640.00,
517258,PRECISION EL,XT,Q,32.25,32.25,32.25,32.25,32.25,30.75,2,1328,42828.00,
517264,FINELINE CI ,XT,Q,15.10,15.10,14.35,15.10,15.10,14.70,10,750,11172.00,
517271,HBL P SYS   ,B ,Q,46.65,46.70,45.60,45.95,45.60,46.45,204,38870,1791737.00,
517300,GUJ.IND.POW.,B ,Q,97.35,98.85,96.00,96.20,96.20,98.40,98,8568,831914.00,
517330,CMI LTD.    ,B ,Q,305.00,312.45,299.00,306.10,306.10,306.10,244,8521,2596357.00,
517334,MOTHERSON SS,A ,Q,341.00,343.80,335.10,336.90,336.90,339.15,2260,105726,35748078.00,
517344,MINDTECK (I),T ,Q,60.00,60.00,58.00,58.00,58.00,59.20,12,2540,149476.00,
517354,HAVELLSINDIA,A ,Q,551.00,554.05,541.00,543.45,541.00,546.65,2963,78012,42580852.00,
517356,ACI INFOCOM ,XT,Q,3.53,3.53,3.53,3.53,3.53,3.71,1,50,176.00,
517370,INCAP LTD.  ,XT,Q,82.00,82.00,79.90,79.90,79.90,79.90,4,200,15982.00,
517372,GUJ.INTRUX  ,X ,Q,103.00,105.00,100.05,101.35,101.00,108.25,22,542,55286.00,
517380,IGARSHI MOT ,B ,Q,834.55,846.50,818.20,827.70,830.05,848.25,36,248,206116.00,
517385,SYMPHONY    ,A ,Q,1782.15,1782.15,1715.00,1719.85,1715.10,1785.85,252,1882,3276592.00,
517399,VXL INSTRUM.,XT,Q,9.16,9.16,9.16,9.16,9.16,8.73,2,500,4580.00,
517411,SHYAM TELEC.,B ,Q,11.53,11.53,11.53,11.53,11.53,12.11,1,17,196.00,
517415,LEE&NEE SOFT,XT,Q,2.52,2.52,2.29,2.30,2.30,2.40,16,4638,11611.00,
517417,PATEL AIRTEM,X ,Q,165.80,165.80,160.15,161.25,161.25,161.10,23,918,149414.00,
517421,BFLYGANDHI  ,B ,Q,517.90,517.90,490.00,493.35,491.00,504.15,100,2872,1425772.00,
517437,DUTRON POLY.,XT,Q,130.00,130.00,117.75,119.35,117.75,123.90,8,312,37462.00,
517447,R.S.SOFTWARE,B ,Q,50.25,50.85,48.05,48.50,48.85,51.00,145,9361,462694.00,
517449,MAGNA ELECTR,X ,Q,167.10,173.00,164.00,170.30,166.45,169.10,43,5014,847573.00,
517463,LINAKS MICRO,XT,Q,0.54,0.54,0.54,0.54,0.54,0.52,2,200,108.00,
517467,MARSONS     ,XT,Q,2.70,2.70,2.66,2.66,2.66,2.80,8,4532,12095.00,
517477,ELNET TECH. ,X ,Q,150.00,152.00,147.50,150.90,149.00,147.95,21,2637,396033.00,
517481,APTL        ,X ,Q,4.00,4.10,4.00,4.10,4.10,3.94,6,1700,6921.00,
517498,WEBELSOLAR  ,B ,Q,62.00,64.95,57.60,59.15,59.15,61.80,327,27353,1652906.00,
517500,ROTO PUMPS  ,X ,Q,97.15,99.80,95.55,97.15,95.55,97.30,88,5236,512490.00,
517506,TTK PRESTIGE,A ,Q,6030.50,6160.00,6026.00,6066.95,6030.10,6088.80,61,585,3570924.00,
517514,DHINDIA     ,XT,Q,19.15,20.00,18.50,18.55,18.50,19.15,6,1180,22035.00,
517518,LEEL        ,B ,Q,211.75,215.00,202.55,204.20,203.00,209.55,152,4784,1000843.00,
517522,RAJ GLO WIR ,X ,Q,571.10,582.00,565.00,565.05,565.05,568.65,48,4069,2315844.00,
517530,SURANATP    ,B ,Q,4.35,4.40,4.25,4.26,4.32,4.68,25,29792,129376.00,
517536,ONWARD TECHN,B ,Q,89.10,90.00,85.30,85.50,85.35,91.25,221,72340,6373958.00,
517546,ALFA TRANSFO,XT,Q,38.00,39.70,38.00,39.70,39.70,40.00,9,1131,43089.00,
517548,STARLITE COM,X ,Q,42.50,42.60,36.00,39.25,39.25,41.60,88,10027,396275.00,
517552,ADVANCED MIC,Z ,Q,6.95,6.95,6.95,6.95,6.95,7.10,11,270,1876.00,
517554,NHCFOODS    ,XT,Q,11.50,12.43,11.25,11.25,11.25,11.84,36,46340,546046.00,
517556,PVP VENT LTD,B ,Q,4.82,5.00,4.78,4.93,4.80,4.99,44,63987,313436.00,
517562,TRIGYN TECH ,B ,Q,134.70,138.85,134.45,136.10,135.10,134.55,219,16244,2224679.00,
517569,KEI INDUST. ,B ,Q,440.00,443.00,420.10,423.60,423.05,437.50,437,14937,6397274.00,
517571,IMPPOWERS   ,B ,Q,95.15,95.15,93.20,95.15,95.15,86.50,429,134355,12769058.00,
518011,KEERTHI     ,XT,Q,124.55,131.00,124.45,127.20,127.00,131.00,8,1020,127060.00,
518029,GUJ.SIDH.CEM,T ,Q,29.70,30.75,29.65,29.65,29.65,29.90,20,28140,838285.00,
518091,ANJANI PORTL,B ,Q,187.85,187.85,187.25,187.50,187.25,195.85,3,115,21560.00,
519003,MODINATURAL ,X ,Q,98.00,100.00,98.00,99.90,100.00,96.00,3,900,89900.00,
519031,SHAH FOOD(P),X ,Q,122.70,122.70,122.70,122.70,122.70,129.15,1,100,12270.00,
519091,TASTY BITE  ,B ,Q,8704.00,9165.00,8700.00,8736.90,8736.90,8442.30,91,294,2607031.00,
519097,RITESH INTER,XT,Q,16.45,16.45,16.45,16.45,16.45,15.67,6,1850,30432.00,
519105,AVT NATURAL ,B ,Q,35.15,35.80,34.50,35.15,34.50,35.05,94,11017,388095.00,
519126,HIND.FOODS  ,X ,Q,315.00,323.00,307.00,320.10,320.00,311.95,54,9124,2872685.00,
519136,NAHAR INDUST,B ,Q,70.80,71.65,67.20,68.15,68.45,71.45,23,1905,132522.00,
519152,VADILAL ENT ,XT,Q,1090.00,1090.00,1086.00,1086.00,1086.00,1126.35,6,65,70710.00,
519156,VADILAL IND ,B ,Q,845.10,858.45,819.50,823.75,825.70,846.20,448,6092,5102595.00,
519183,ADF FOODS LT,B ,Q,242.60,260.00,242.00,247.25,247.25,245.05,893,52754,13264008.00,
519216,AJANTA SOYA ,X ,Q,39.55,41.55,39.55,40.00,39.70,40.65,16,3697,147427.00,
519224,WILLIAM.MAGO,B ,Q,71.05,72.10,71.05,72.10,72.10,74.00,2,70,5010.00,
519248,JVL AGRO    ,B ,Q,25.85,25.90,24.40,24.50,24.50,25.65,119,28781,722728.00,
519260,SANWARIA    ,B ,Q,16.25,16.40,15.55,15.60,15.60,16.35,1123,776110,12252427.00,
519262,PRIMA AGRO L,XT,Q,37.95,37.95,37.75,37.75,37.75,39.70,7,1490,56481.00,
519279,MADHUR IND  ,X ,Q,8.40,8.40,8.40,8.40,8.40,8.40,1,100,840.00,
519287,MODERN DAIRI,XT,Q,5.75,6.29,5.75,6.15,6.15,6.05,25,9141,53179.00,
519295,BAMBINO AGRO,XT,Q,215.00,222.00,213.50,217.95,218.00,213.80,12,438,95686.00,
519307,VIKAS WSP   ,X ,Q,13.00,13.50,12.85,13.25,13.25,13.20,197,101405,1335275.00,
519359,POONA DAL   ,X ,Q,63.45,63.50,58.50,62.85,63.50,61.00,15,1140,71219.00,
519373,VIMAL OIL FD,T ,Q,7.50,7.50,7.50,7.50,7.50,7.15,3,301,2257.00,
519383,ANIK INDS   ,T ,Q,36.90,36.90,35.00,35.95,35.95,36.70,12,743,26344.00,
519421,KSE LIMITED ,XT,Q,3496.00,3645.00,3406.05,3439.10,3425.00,3496.65,186,2178,7705729.00,
519455,NARBADA     ,XT,Q,23.30,25.70,23.30,23.30,23.30,24.50,8,1602,37389.00,
519457,VIRAT CRANE ,X ,Q,52.00,52.25,50.00,50.55,51.00,51.75,27,5120,264570.00,
519475,CHORDIA FOOD,X ,Q,140.00,140.00,140.00,140.00,140.00,144.50,1,10,1400.00,
519483,TAI INDUST. ,XT,Q,19.35,19.35,19.35,19.35,19.35,19.45,1,1,19.00,
519491,OCEAN AGRO  ,X ,Q,25.95,25.95,23.15,24.95,24.95,25.00,10,562,13962.00,
519494,N K INDUST. ,B ,Q,46.00,48.00,46.00,48.00,48.00,48.00,4,300,14100.00,
519500,BKV INDUSTRS,XT,Q,1.60,1.60,1.60,1.60,1.60,1.60,1,100,160.00,
519532,ASIAN TEA   ,XT,Q,11.60,11.60,11.60,11.60,11.60,12.00,1,1,11.00,
519552,HERITGFOOD  ,B ,Q,694.75,710.95,682.00,686.40,684.00,693.40,99,1249,868759.00,
519560,NEHA INTER. ,X ,Q,6.15,6.88,5.96,5.99,5.99,6.15,56,28037,174869.00,
519566,SIMRAN FARMS,XT,Q,110.00,111.00,102.25,109.00,109.00,107.60,15,1718,178693.00,
519570,LAKSHMI OVER,B ,Q,15.60,15.75,15.00,15.15,15.20,16.05,63,25058,380777.00,
519600,CCL PRODUCTS,B ,Q,301.55,304.70,296.00,298.30,300.30,303.35,154,1345,404857.00,
519602,KELLTONTEC  ,B ,Q,59.10,59.10,56.25,56.80,56.80,58.25,91,11269,643179.00,
519612,MAHAAN FOODS,X ,Q,17.00,17.00,15.45,15.65,15.65,16.20,4,569,9570.00,
520008,RICO AUTO   ,B ,Q,78.05,79.35,77.50,77.85,78.00,78.25,162,26611,2073939.00,
520021,OMAX AUTOS. ,T ,Q,173.00,173.00,173.00,173.00,173.00,164.80,17,1313,227149.00,
520043,MUNJAL SHOWA,B ,Q,218.50,219.95,212.65,214.50,213.40,219.50,99,4440,962561.00,
520051,JAMNA AUTO  ,B ,Q,95.00,96.80,91.30,93.00,93.00,94.50,1226,238407,22295072.00,
520056,SUNDAR.CLAY ,B ,Q,4811.00,4870.00,4710.00,4802.25,4802.25,4876.00,79,334,1601528.00,
520057,JTEKTINDIA  ,B ,Q,105.10,109.80,105.10,109.05,109.05,108.20,109,7028,763751.00,
520059,MUNAUTO     ,B ,Q,74.15,74.15,71.50,72.40,72.15,73.40,110,7971,581501.00,
520066,JAYBH.MARUTI,B ,Q,457.05,488.05,456.50,468.70,474.95,453.40,447,8540,4048588.00,
520073,RACLGEAR    ,X ,Q,62.80,62.80,57.00,58.85,58.85,60.75,175,11792,691419.00,
520075,SAMKRG PIST.,X ,Q,256.00,264.70,256.00,262.20,261.05,263.80,33,1090,285773.00,
520077,AMTEK AUTO  ,Z ,Q,11.84,11.84,11.25,11.25,11.25,11.84,210,82363,927993.00,
520086,SICAL LOG   ,B ,Q,201.50,206.50,199.00,201.90,201.40,205.20,132,4026,815082.00,
520111,RATNAMNI MET,B ,Q,968.55,970.70,960.15,967.90,970.70,970.00,22,145,139576.00,
520113,VESUVIUS IND,B ,Q,1300.00,1320.95,1293.10,1298.10,1293.10,1302.80,17,103,134528.00,
520119,AUTOMOTIVE S,B ,Q,72.15,74.45,72.00,73.50,72.25,74.10,27,1377,100392.00,
520123,ABC INDIA   ,XT,Q,90.90,90.90,85.55,89.55,89.60,88.60,51,3668,318641.00,
520127,BALURGHAT TE,XT,Q,5.13,5.60,5.13,5.60,5.60,5.40,7,3416,17531.00,
520139,JAGSON AIRLI,XT,Q,2.47,2.65,2.47,2.65,2.65,2.54,4,60,149.00,
520151,SHREY SH LOG,B ,Q,549.50,551.10,540.00,540.00,540.00,551.10,22,207,112655.00,
520155,STARLOG     ,X ,Q,46.00,46.00,41.00,41.70,44.00,44.95,15,334,14018.00,
521005,INDOVATION  ,XT,Q,10.00,10.00,10.00,10.00,10.00,10.45,1,5,50.00,
521014,EUROTEX IND ,B ,Q,30.60,30.60,30.60,30.60,30.60,32.80,3,440,13464.00,
521016,INDO COUNT  ,A ,Q,81.50,82.45,78.00,79.45,80.00,81.45,572,42588,3414147.00,
521018,MARAL OVERS ,B ,Q,33.55,33.55,31.60,32.10,32.05,32.35,11,2290,73792.00,
521030,NAKODA      ,T ,Q,0.24,0.24,0.24,0.24,0.24,0.25,6,4953,1188.00,
521034,SOMA TEXTILE,T ,Q,13.00,13.00,11.84,11.87,12.10,12.46,17,2524,30209.00,
521038,TAM.JAI.MILL,XT,Q,4.30,4.30,4.11,4.11,4.11,4.31,2,200,841.00,
521048,ADV LIFESTY ,XT,Q,27.15,27.15,27.15,27.15,27.15,27.10,1,1,27.00,
521062,OCTAVE      ,XT,Q,1.65,1.65,1.65,1.65,1.65,1.70,1,500,825.00,
521064,TRIDENT     ,A ,Q,62.45,62.90,60.70,60.80,60.75,62.65,504,81164,4980144.00,
521068,HISAR SPIN. ,P ,Q,22.15,22.15,20.05,20.05,20.05,21.10,8,900,18490.00,
521070,ALOK INDS.  ,T ,Q,1.70,1.72,1.64,1.64,1.64,1.72,327,1495221,2513913.00,
521082,SPENTEX INDS,T ,Q,3.55,3.57,3.40,3.42,3.56,3.40,10,3985,14127.00,
521097,AMARJOTHI SP,X ,Q,113.20,116.00,108.35,109.40,109.40,115.20,167,14399,1598452.00,
521105,OLYMPIA IND.,XT,Q,105.00,105.00,105.00,105.00,105.00,105.10,1,100,10500.00,
521109,NAGREEKA EXP,B ,Q,31.00,31.70,30.00,30.00,30.00,31.00,3,500,15285.00,
521113,SUDITI IND. ,X ,Q,62.85,62.85,59.75,59.90,59.75,62.10,32,6420,389048.00,
521127,KHATOR FIBRE,XT,Q,13.90,13.90,13.90,13.90,13.90,14.60,4,1500,20850.00,
521141,ADITYA SPIN.,XT,Q,7.08,7.08,7.00,7.01,7.01,7.08,7,1840,12904.00,
521151,DHANLXMI FAB,X ,Q,33.25,33.30,33.25,33.30,33.30,33.80,2,2,66.00,
521163,ZODIAC CLOTH,B ,Q,174.00,174.90,169.25,172.05,172.00,167.60,121,1334,231886.00,
521167,FRONT BUSS  ,X ,Q,9.90,9.90,8.96,9.23,9.50,9.43,31,12674,117615.00,
521180,SUPER SPIN. ,T ,Q,13.41,13.45,13.41,13.41,13.41,13.31,10,1550,20797.00,
521194,SIL INVEST  ,B ,Q,376.05,376.05,355.95,358.00,360.00,369.00,106,2702,975934.00,
521200,SURYLAK.COTT,B ,Q,59.10,60.50,57.50,60.00,60.00,58.80,28,923,54523.00,
521206,SAMTEX FASH.,X ,Q,2.80,2.99,2.61,2.75,2.75,2.93,39,15384,42597.00,
521216,DHAN ROTO SP,XT,Q,46.10,46.10,46.00,46.00,46.00,44.10,5,1002,46192.00,
521220,DAMOINDUS   ,B ,Q,114.00,118.95,111.00,113.00,113.00,115.35,55,3495,394214.00,
521226,UNI ROYAL IN,X ,Q,11.15,11.15,11.15,11.15,11.15,11.68,2,500,5575.00,
521228,TATIA GLOB  ,X ,Q,0.22,0.22,0.22,0.22,0.22,0.23,4,13770,3029.00,
521240,SAMBANDAM SP,X ,Q,130.00,130.00,127.00,127.00,127.00,130.00,5,579,75240.00,
521242,KANDAGIRI SP,X ,Q,28.00,28.00,25.55,26.15,25.75,28.80,28,1171,30922.00,
521248,KITEX GARMEN,B ,Q,229.90,232.15,225.70,227.40,228.90,230.45,78,1915,437379.00,
522001,CRANEX LTD. ,X ,Q,18.55,18.70,18.55,18.70,18.70,19.50,7,2075,38802.00,
522004,BATLIBOI LTD,X ,Q,23.30,24.30,23.00,23.30,23.95,24.05,23,2826,66124.00,
522005,AUSTIN ENGG.,X ,Q,79.00,79.00,72.00,72.00,72.00,75.35,20,2445,176765.00,
522014,UNITED DRILL,Z ,Q,180.25,180.25,180.25,180.25,180.25,171.70,28,2423,436745.00,
522017,FLUIDOMAT   ,X ,Q,176.95,180.00,173.05,174.85,174.90,177.00,58,2219,393000.00,
522027,EMA INDIA   ,X ,Q,27.75,27.75,27.75,27.75,27.75,26.45,1,200,5550.00,
522029,WINDSOR MACH,B ,Q,142.90,146.20,140.45,141.70,141.70,141.20,362,49404,7026584.00,
522034,SHANTHI GEAR,B ,Q,130.00,131.95,129.25,129.55,129.25,131.90,13,507,66261.00,
522064,HONDA SIEL  ,B ,Q,1431.00,1439.90,1410.00,1420.55,1425.00,1437.15,61,535,762623.00,
522073,HITECHGEAR  ,B ,Q,485.00,497.90,485.00,493.10,491.10,481.60,166,52606,25784996.00,
522074,ELGI EQUIP  ,B ,Q,292.60,303.00,292.60,294.95,294.95,293.70,150,3769,1117910.00,
522085,STONE INDIA ,Z ,Q,21.55,21.55,20.50,20.50,20.50,21.55,11,2621,54780.00,
522101,KILBURN ENGG,X ,Q,75.05,75.05,71.00,72.50,72.25,75.30,29,5202,378940.00,
522105,BIRLA PRETEC,X ,Q,8.10,8.20,7.60,7.75,7.74,7.93,65,36043,287679.00,
522108,YUKEN INDIA ,X ,Q,3920.60,3959.95,3850.00,3949.55,3950.00,3975.35,272,5275,20590851.00,
522113,TIMKEN (I)  ,B ,Q,699.75,703.55,691.00,697.10,694.10,681.90,145,3108,2173874.00,
522122,VOITH PAPER ,XT,Q,888.00,888.00,875.00,875.00,875.00,875.35,15,254,223237.00,
522134,ARTSON ENG  ,X ,Q,71.90,71.90,66.65,68.00,67.95,68.45,47,7908,536459.00,
522152,SOLITAIR MC ,X ,Q,76.05,79.00,74.50,77.00,77.00,76.30,17,1547,117771.00,
522163,DIAMONPOWER ,T ,Q,2.47,2.73,2.47,2.56,2.63,2.60,120,137115,355428.00,
522165,INDSIL HYD  ,X ,Q,165.15,171.90,160.05,165.20,165.00,168.30,62,4877,807857.00,
522183,ITL INDUSTRS,X ,Q,275.95,275.95,255.05,257.65,263.00,270.00,55,1484,384045.00,
522195,FRONTIER SPR,X ,Q,162.50,169.00,162.25,164.65,168.15,165.10,19,919,150927.00,
522205,PRAJ IND.LTD,A ,Q,94.45,101.70,93.45,99.95,99.95,94.15,2734,364190,35850744.00,
522207,RASANDIK ENG,X ,Q,233.00,245.70,232.00,243.05,242.00,234.00,73,8773,2126792.00,
522209,YOGI SUNGWON,X ,Q,1.68,1.68,1.68,1.68,1.68,1.76,3,500,840.00,
522215,SWISS GLASS ,X ,Q,157.00,169.00,155.00,158.85,158.85,160.25,82,4295,698011.00,
522217,GUJ APOIND  ,B ,Q,211.55,211.55,206.00,206.00,206.00,210.55,34,1184,245209.00,
522229,TANEJA AERO.,X ,Q,43.65,47.85,43.65,45.80,45.50,44.70,117,21173,984861.00,
522231,CONART ENG. ,X ,Q,38.35,39.00,38.30,39.00,39.00,39.95,9,3711,144624.00,
522241,M.M.FORGINGS,B ,Q,1112.45,1112.45,1103.40,1109.20,1103.40,1100.00,5,53,58823.00,
522249,MAYUR UNIQ. ,B ,Q,472.00,486.35,459.10,476.50,475.05,473.65,91,1156,550977.00,
522251,CENLUB INDUS,X ,Q,48.25,48.25,46.05,47.00,47.00,47.15,24,7430,349991.00,
522257,RAJOO ENGIN.,X ,Q,53.15,54.50,50.90,52.15,52.15,53.15,364,50991,2675265.00,
522261,DOLPHIN OFF.,B ,Q,91.10,91.10,85.35,86.30,85.80,90.95,329,27052,2374718.00,
522263,JMC PROJECTS,B ,Q,627.30,652.55,627.30,644.35,642.00,633.15,127,2492,1603649.00,
522267,VEEJAY LAKSH,X ,Q,60.00,60.00,60.00,60.00,60.00,59.00,1,1,60.00,
522275,GET&D       ,A ,Q,391.25,392.50,380.80,381.30,381.30,387.60,146,3836,1482842.00,
522281,RAM RAT.WIRE,X ,Q,180.90,180.90,175.40,177.55,177.50,181.70,43,3274,586464.00,
522285,JAY NECO IND,B ,Q,6.84,7.14,6.84,6.85,6.84,7.10,31,54510,379697.00,
522287,KALPA.POWER ,B ,Q,493.05,498.75,478.65,486.30,489.90,492.50,106,2213,1081587.00,
522292,CHANDNI TE  ,X ,Q,34.15,36.45,34.15,36.45,36.45,35.15,13,1635,56956.00,
522294,T & I GLOBAL,X ,Q,70.00,70.90,65.35,70.35,70.90,67.00,23,2527,173334.00,
522295,CONTROL PRNT,B ,Q,440.00,441.00,440.00,440.00,440.00,440.00,11,954,419860.00,
522650,BEMCO HYDRAU,X ,Q,178.20,183.20,177.50,177.80,183.20,186.80,12,801,142291.00,
523007,ANSAL BUILD.,X ,Q,73.00,78.50,73.00,76.10,76.10,76.00,20,538,41372.00,
523011,WEIZMANN LTD,B ,Q,42.65,44.00,42.65,44.00,44.00,44.20,3,1400,60250.00,
523019,B.N.RATHI SE,X ,Q,44.25,44.90,42.25,43.90,43.90,43.05,41,2436,107570.00,
523021,RISHITECH   ,X ,Q,63.70,67.35,62.05,62.50,62.50,63.50,32,1616,101896.00,
523023,SINCLAIR HOT,X ,Q,420.70,433.00,407.25,410.50,410.00,420.10,109,10957,4575123.00,
523025,SAFARI IND. ,X ,Q,623.20,642.30,615.05,620.20,620.00,623.20,73,7965,4942807.00,
523054,BIN.TEX.PR(P,XT,Q,543.00,543.00,543.00,543.00,543.00,543.00,2,20,10860.00,
523062,JJ FINANCE  ,XT,Q,43.00,43.00,43.00,43.00,43.00,43.00,1,1,43.00,
523100,COSMO FERR. ,X ,Q,21.40,21.40,21.20,21.20,21.20,21.50,4,841,17889.00,
523116,SANCO TRANS ,X ,Q,272.25,272.25,247.30,259.00,259.00,260.30,8,203,50271.00,
523127,EIH ASSO.HOT,B ,Q,570.00,580.00,557.95,570.70,570.60,565.45,85,1188,675981.00,
523144,MEDI CAPS   ,X ,Q,20.00,20.00,19.10,20.00,20.00,19.70,14,2091,41697.00,
523151,OTCO INTERN.,X ,Q,65.90,65.90,65.90,65.90,65.90,62.80,9,255,16804.00,
523160,MORGAN CRU  ,XT,Q,1460.00,1488.00,1399.35,1467.30,1459.95,1473.00,51,927,1309104.00,
523204,ABAN OFFSHO ,A ,Q,165.55,166.00,160.15,160.60,160.60,167.00,1272,133798,21731524.00,
523207,KOKUYOCMLN  ,B ,Q,111.60,114.75,104.05,105.80,105.40,112.05,187,14562,1579831.00,
523229,BHARAT SEATS,X ,Q,202.10,205.95,197.15,198.35,199.90,202.60,169,10657,2127141.00,
523232,CONT.PETRO  ,XT,Q,47.00,48.15,44.65,44.65,44.65,47.00,6,251,11623.00,
523248,MACHINO PLAS,X ,Q,216.10,218.00,210.00,218.00,218.00,220.05,15,408,87303.00,
523260,PEARL POLYME,B ,Q,21.90,22.85,21.50,21.50,21.50,21.90,3,850,18605.00,
523261,VENKEY'S (I),B ,Q,3492.50,3597.40,3453.75,3468.65,3468.65,3507.15,1175,8735,30647610.00,
523269,ADVANI HOTEL,B ,Q,61.25,63.90,58.10,59.00,58.10,62.15,42,4932,296995.00,
523277,G.V.FILMS   ,X ,Q,0.63,0.65,0.60,0.62,0.65,0.63,60,188862,116315.00,
523283,SUPER HOUSE ,B ,Q,136.00,136.00,130.00,130.45,130.05,134.55,51,1534,203089.00,
523289,RAMA VISION ,X ,Q,25.85,25.85,25.85,25.85,25.85,25.85,3,750,19387.00,
523301,TCPL PACK   ,B ,Q,545.50,555.00,540.00,555.00,555.00,555.05,6,100,55350.00,
523319,BALMER LAWRI,B ,Q,219.00,219.00,212.00,214.55,215.55,217.95,304,12837,2766164.00,
523323,KOVAI MEDI. ,T ,Q,1275.00,1300.00,1275.00,1293.35,1280.00,1288.90,62,1644,2123321.00,
523329,ELDECO HOUS.,X ,Q,1799.00,1885.00,1760.00,1793.70,1793.70,1784.20,22,143,257548.00,
523367,DCMSHRIRAM  ,B ,Q,260.10,260.80,241.05,245.80,245.80,260.10,2336,51257,12642355.00,
523369,DCM SHR.IND ,X ,Q,172.00,173.10,166.00,167.75,167.00,172.20,88,4513,765252.00,
523371,MAWANA SUGAR,B ,Q,36.40,36.40,33.30,34.35,34.35,36.70,113,9448,328147.00,
523384,MAH.RAS.APEX,T ,Q,195.00,195.00,183.00,183.70,183.00,188.65,23,1249,234108.00,
523385,NILKAMAL L  ,A ,Q,1665.00,1704.40,1631.95,1675.95,1675.95,1683.95,354,3278,5497363.00,
523391,NAHAR POLY  ,B ,Q,52.00,52.00,51.25,51.25,51.25,52.30,5,2160,111368.00,
523395,3M INDIA LTD,B ,Q,20387.45,20575.00,20387.45,20497.50,20400.05,20299.25,77,152,3118185.00,
523398,JCHAC       ,B ,Q,2645.00,2681.55,2600.00,2630.00,2611.05,2625.40,79,245,642105.00,
523405,JM FINANCIAL,A ,Q,134.50,136.60,133.50,134.90,134.90,133.50,1044,122346,16521460.00,
523411,ADCINDIA    ,X ,Q,201.35,206.00,201.35,202.80,202.80,205.90,13,340,68942.00,
523445,REL INDL INF,B ,Q,430.95,432.00,412.50,417.70,417.70,429.90,1520,59710,25361410.00,
523449,SHARP INDIA ,XT,Q,38.95,39.10,38.95,39.10,39.10,40.95,3,595,23263.00,
523457,LINDEINDIA  ,A ,Q,432.05,433.65,424.20,425.95,425.20,435.95,72,1295,555879.00,
523465,IND.BANK HSG,X ,Q,41.50,43.00,40.30,41.90,40.35,42.30,8,267,10831.00,
523467,JAIMATA GLAS,XT,Q,0.30,0.30,0.30,0.30,0.30,0.30,4,1498,449.00,
523475,LOTUS CHOC  ,X ,Q,39.90,39.90,39.90,39.90,39.90,40.15,4,510,20349.00,
523483,PACIFIC IND.,X ,Q,137.70,137.70,137.70,137.70,137.70,140.70,1,55,7573.00,
