SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
523489,CMM HOSPITAL,X ,Q,23.30,23.30,23.30,23.30,23.30,24.50,7,455,10601.00,
523519,UNI OFF AUTO,XT,Q,2.11,2.11,2.11,2.11,2.11,2.01,2,500,1055.00,
523523,RAINBOW PAP.,T ,Q,2.38,2.38,2.25,2.35,2.36,2.33,7,7445,17591.00,
523537,APM INDUS.  ,X ,Q,54.00,54.90,52.00,52.40,52.90,53.95,66,6931,367269.00,
523539,PRECISION WR,B ,Q,300.00,313.00,298.00,308.15,309.00,302.00,165,5446,1658760.00,
523550,KRYPTON IND ,X ,Q,10.74,10.74,10.74,10.74,10.74,10.23,1,100,1074.00,
523566,MARTIN BURN ,XT,Q,57.00,57.00,55.80,57.00,57.00,56.50,26,885,50377.00,
523574,FEL         ,B ,Q,40.80,40.80,37.50,37.70,38.00,38.65,395,76268,2895849.00,
523586,IND.TONERS  ,X ,Q,231.00,234.95,227.10,230.35,232.50,231.35,105,5207,1199503.00,
523594,KUNSTSTOFFE ,X ,Q,35.00,36.00,34.35,36.00,36.00,36.00,11,2300,82468.00,
523598,SHIPP.CORPN ,A ,Q,68.45,68.50,66.20,66.75,66.75,68.20,682,115508,7735955.00,
523606,SIKA INTER. ,X ,Q,164.10,167.50,158.10,159.05,159.05,166.00,25,1789,289138.00,
523610,ITI LTD.    ,B ,Q,112.40,112.40,107.00,107.30,107.00,111.50,743,88714,9728271.00,
523618,DREDGING COR,B ,Q,619.50,631.90,593.10,596.15,593.25,612.70,1051,35894,21895924.00,
523628,PODDAR      ,B ,Q,1010.00,1015.15,1000.00,1010.00,1010.00,1049.40,13,79,79420.00,
523630,NATIONAL FER,B ,Q,51.50,51.90,50.70,51.30,50.95,51.25,303,64739,3325553.00,
523638,IP RINGS LTD,X ,Q,157.25,159.55,154.95,155.10,155.10,161.95,70,3828,599881.00,
523642,PI INDUS.LTD,A ,Q,888.00,888.00,856.25,858.95,860.00,868.80,331,3022,2602973.00,
523648,PLASTIBLEND ,B ,Q,198.00,198.90,191.00,191.45,191.00,199.00,17,1127,216324.00,
523660,WATERBASE   ,X ,Q,270.00,278.00,262.50,264.10,264.10,272.25,1323,76695,20469668.00,
523672,FLEX FOODS  ,X ,Q,115.55,116.95,111.05,112.40,111.10,115.60,84,3007,340221.00,
523676,GOLKUNDA DIA,XT,Q,18.00,18.00,16.30,16.30,16.30,17.15,6,2007,34417.00,
523694,APCOTEX IND ,B ,Q,548.00,554.10,543.65,545.65,545.65,557.05,52,1068,585909.00,
523696,FORTIS MLR  ,X ,Q,61.00,61.85,59.25,60.20,60.20,61.30,345,4699,287167.00,
523704,MASTEK LTD  ,B ,Q,567.70,577.95,553.60,567.20,568.25,561.45,583,25767,14635364.00,
523708,EIMCO ELECON,B ,Q,422.00,422.00,410.30,413.05,415.00,422.55,19,640,267469.00,
523710,SAYAJI HOTEL,XT,Q,275.00,275.00,275.00,275.00,275.00,274.00,3,50,13750.00,
523716,ASHIANA HOU ,B ,Q,162.40,165.15,159.20,160.05,159.85,163.45,60,2813,452132.00,
523724,VIJAY SHA.BU,B ,Q,16.75,17.35,15.80,16.40,16.40,16.55,479,71150,1175580.00,
523736,DPL         ,B ,Q,152.60,152.60,147.20,148.20,148.20,154.20,107,6470,968335.00,
523754,EPC INDUS.  ,X ,Q,145.05,148.40,143.85,144.75,145.00,146.35,208,27884,4055139.00,
523756,SREIINFRA   ,A ,Q,79.70,80.10,77.60,79.00,79.00,79.70,520,94958,7470267.00,
523768,GUJ.BOROSIL ,X ,Q,104.90,105.70,98.60,99.25,99.35,103.70,273,30105,3042351.00,
523782,MITSHI      ,XT,Q,16.57,16.57,16.57,16.57,16.57,15.79,5,950,15741.00,
523792,MAZDA LTD   ,B ,Q,386.55,389.50,372.00,378.00,378.00,373.00,19,271,103114.00,
523796,VICEROY HOTE,B ,Q,11.13,11.42,10.20,10.54,10.54,11.57,245,70858,768380.00,
523820,NEOCORP INTE,Z ,Q,3.00,3.16,2.86,2.86,2.86,3.01,25,18098,54044.00,
523826,SOVEREIGN DI,X ,Q,8.10,8.10,8.10,8.10,8.10,8.10,1,100,810.00,
523828,MENON BEAR. ,B ,Q,102.00,102.35,99.25,100.25,99.30,102.10,78,5600,562463.00,
523838,SIMPLX INFRA,B ,Q,593.05,600.00,581.35,596.45,599.00,600.00,38,361,213274.00,
523840,INN.TECH.PAC,X ,Q,73.90,73.90,70.50,70.65,70.50,71.45,74,12663,900610.00,
523842,SUPER TANNER,X ,Q,4.30,4.68,4.27,4.27,4.27,4.49,8,2780,11908.00,
523844,INVICTA MED ,XT,Q,4.20,4.20,4.20,4.20,4.20,4.20,1,1000,4200.00,
523850,AXTEL INDUS.,X ,Q,85.10,89.90,84.95,85.15,84.95,88.40,28,4562,393148.00,
524000,MAGMA FIN   ,B ,Q,178.00,185.80,176.00,180.35,180.35,177.40,1099,106284,19217907.00,
524013,HIND.FLUROCA,X ,Q,15.55,16.40,15.45,16.40,16.40,16.25,19,2601,40901.00,
524019,KINGFA      ,B ,Q,1155.00,1155.00,1112.00,1119.70,1112.00,1167.40,54,1242,1403133.00,
524037,RAMA PHOSPH ,X ,Q,85.00,85.00,83.00,83.10,83.00,85.25,21,1892,157855.00,
524051,POLYPLEX    ,B ,Q,475.00,488.00,467.00,470.10,470.10,476.35,39,4287,2020552.00,
524075,ALBERT DAVID,B ,Q,366.95,374.00,365.00,365.00,365.00,368.35,13,948,347941.00,
524080,HAR.LEATHER ,XT,Q,39.10,39.75,39.10,39.75,39.75,40.05,3,361,14317.00,
524084,MONSANTO (I),A ,Q,2800.00,2828.00,2766.90,2789.75,2772.00,2779.15,277,2500,6960667.00,
524091,ACRYCIL LTD.,X ,Q,560.00,560.00,540.00,550.20,551.00,554.85,45,379,208654.00,
524109,KABRA EXTR  ,B ,Q,113.00,114.10,111.55,112.60,112.60,114.15,72,4514,509404.00,
524129,VINYL CHEM  ,B ,Q,125.45,126.60,119.50,120.15,120.15,124.30,183,10578,1294776.00,
524136,PEE CEE COSM,X ,Q,144.00,144.05,143.50,144.05,144.05,146.30,3,100,14376.00,
524164,IOL CHEM PH ,T ,Q,109.50,113.50,109.10,110.60,111.00,108.10,470,81011,9026102.00,
524174,KESAR PETRO ,X ,Q,35.70,38.00,34.95,35.10,35.10,36.65,823,329597,11930349.00,
524200,VINATI ORG. ,B ,Q,930.10,966.00,921.45,950.20,945.00,924.75,493,3632,3438684.00,
524202,LACTOSE(I)  ,XT,Q,73.00,73.00,69.35,69.35,69.35,72.95,30,4598,319172.00,
524204,TEESTA AGRO ,XT,Q,28.05,28.05,28.05,28.05,28.05,28.05,1,100,2805.00,
524208,AARTI INDUST,B ,Q,1303.30,1334.85,1294.75,1304.50,1310.00,1324.80,376,3586,4718990.00,
524210,PENTOKEY ORG,XT,Q,14.75,14.75,14.75,14.75,14.75,15.50,3,167,2463.00,
524212,WANBURY LTD ,T ,Q,31.05,31.70,30.80,30.95,31.60,31.95,11,1779,55144.00,
524218,RESONANCE   ,X ,Q,30.05,31.00,30.00,31.00,31.00,30.00,3,1001,30056.00,
524226,GUJ AMB EXP ,B ,Q,263.00,267.95,258.00,260.45,260.45,265.50,451,23853,6279878.00,
524230,RASHTR.CHEM.,A ,Q,74.65,75.15,73.00,73.35,73.35,74.00,855,186986,13830978.00,
524280,KOPRAN LTD. ,B ,Q,64.30,66.25,64.20,65.10,65.00,64.45,181,17102,1115530.00,
524288,AIMCO PESTI.,X ,Q,152.50,157.65,152.50,155.80,155.80,153.65,59,3139,485290.00,
524324,SEYAIND     ,B ,Q,575.00,598.70,575.00,580.10,580.00,582.20,48,3585,2096399.00,
524330,JAYANT AGRO ,B ,Q,288.95,288.95,263.00,265.15,265.15,284.10,169,2849,765655.00,
524332,BCLIL       ,X ,Q,145.80,145.80,137.00,138.50,137.10,142.80,265,27509,3854469.00,
524336,SH.HARI CHEM,X ,Q,39.35,39.35,39.20,39.30,39.30,42.00,6,843,33110.00,
524342,INDOBORAXC  ,X ,Q,501.00,510.00,501.00,505.20,502.05,519.70,30,853,432278.00,
524348,AARTI DRUGS ,B ,Q,556.10,571.00,552.90,558.70,560.35,553.35,29,114,63697.00,
524370,BODAL CHEM  ,B ,Q,122.00,132.30,122.00,126.65,126.65,120.50,3785,222688,28440603.00,
524372,ORCHIDPHAR  ,Z ,Q,9.25,9.67,8.83,8.88,8.87,9.22,109,39510,356759.00,
524394,VIMTA LABS  ,B ,Q,219.00,221.90,216.50,216.90,216.90,224.15,100,6297,1381363.00,
524396,BIOFIL CHEM ,T ,Q,13.95,15.25,13.95,13.95,13.95,14.65,5,478,6686.00,
524404,MARKSANS    ,A ,Q,28.80,28.85,25.25,27.45,27.45,28.80,2435,789774,21393629.00,
524412,AAREY DRUGS ,X ,Q,54.65,54.80,51.15,52.25,52.60,54.05,141,14588,768506.00,
524414,NORRIS MEDI.,XT,Q,23.60,23.60,23.60,23.60,23.60,24.05,1,20,472.00,
524440,CAMEX LTD   ,X ,Q,31.30,31.30,30.70,30.70,30.70,32.00,5,1251,38585.00,
524444,KAVITIND    ,XT,Q,26.00,28.25,26.00,28.15,28.25,27.15,22,8353,227279.00,
524458,INDOEURO    ,XT,Q,11.30,11.30,11.30,11.30,11.30,11.89,1,100,1130.00,
524470,SYNCOM FORM.,X ,Q,1.20,1.23,1.18,1.18,1.18,1.24,172,419881,497365.00,
524480,RIDHI SIDHI ,X ,Q,591.00,620.00,558.50,620.00,620.00,605.00,45,854,525441.00,
524494,IPCA LAB LTD,A ,Q,720.00,730.45,705.00,710.60,707.70,722.30,1030,11097,7919653.00,
524500,KILITCH DRUG,B ,Q,80.10,85.65,80.10,83.00,83.00,82.95,15,2049,169761.00,
524506,CORAL LAB.  ,X ,Q,570.00,590.00,555.50,567.75,569.00,567.00,42,5826,3309014.00,
524516,BACIL PHARMA,XT,Q,3.50,3.50,3.50,3.50,3.50,3.50,1,50,175.00,
524518,KREBS BIOCHM,T ,Q,181.00,191.45,179.00,179.05,179.05,185.00,21,981,177297.00,
524520,KMC SHIL    ,X ,Q,18.60,20.00,18.60,19.15,18.90,19.00,49,10243,197961.00,
524542,SUKJIT STRCH,X ,Q,533.00,533.00,512.20,524.85,529.00,533.00,22,867,453299.00,
524558,NEULAND LAB.,B ,Q,770.00,770.00,714.25,716.75,715.50,790.15,457,5908,4306735.00,
524564,GAYATRI BIO ,XT,Q,6.08,6.15,6.08,6.10,6.10,6.08,7,1100,6726.00,
524570,PODDAR PIGM.,B ,Q,281.00,291.80,273.00,287.10,287.10,285.30,218,4480,1285734.00,
524576,VIVID IND   ,X ,Q,46.10,46.50,45.40,45.40,45.40,46.90,11,1059,49035.00,
524582,TIRUPATI STA,XT,Q,38.05,40.95,38.00,40.95,40.95,39.25,3,102,3882.00,
524592,JD ORGOCHEM ,X ,Q,3.48,3.48,3.48,3.48,3.48,3.32,1,50,174.00,
524594,ASHOK-ALCO  ,X ,Q,101.00,104.80,99.00,103.45,103.45,101.10,41,1669,169658.00,
524598,AKSHARCHEM I,B ,Q,611.95,647.30,604.00,615.55,623.00,596.75,181,4588,2847298.00,
524606,BERYL DRUGS ,X ,Q,10.65,11.65,10.65,11.65,11.65,11.11,18,1074,11688.00,
524610,RATHI GRAPH.,X ,Q,8.40,8.75,8.00,8.14,8.00,7.97,41,8475,70569.00,
524624,GAGAN GASES ,XT,Q,8.51,8.51,8.51,8.51,8.51,8.40,2,811,6901.00,
524628,PARKER AGRO.,X ,Q,13.23,13.23,13.23,13.23,13.23,13.23,3,110,1455.00,
524632,SHUKRAPHAR  ,X ,Q,115.25,115.25,115.25,115.25,115.25,109.80,1,23,2650.00,
524634,ALU FLUORIDE,X ,Q,98.05,109.75,98.05,104.05,106.85,103.50,89,5150,539758.00,
524640,ARCHITORG   ,X ,Q,37.00,41.65,37.00,39.05,39.95,37.95,39,4568,180703.00,
524648,INDO AMINES ,X ,Q,86.50,87.45,85.00,85.00,85.00,85.20,73,7659,663351.00,
524652,IND.SWIFT LT,T ,Q,7.56,7.80,7.25,7.80,7.80,7.56,21,7475,55727.00,
524654,NATURAL CAPS,X ,Q,102.60,107.00,102.60,103.65,107.00,105.45,3,76,7824.00,
524663,BH.IMMUN&BIO,X ,Q,20.95,21.75,20.00,21.05,21.05,21.35,71,54639,1128364.00,
524667,SOTL        ,B ,Q,1349.95,1359.00,1315.00,1319.85,1320.00,1350.10,45,739,987222.00,
524669,HESTER BISC ,B ,Q,1645.00,1672.20,1511.00,1552.30,1511.00,1623.45,970,5122,8233130.00,
524687,BASANT AGRO ,X ,Q,6.75,6.75,6.50,6.54,6.50,6.61,64,24058,157925.00,
524689,PARENT.DRUGS,T ,Q,12.25,12.55,12.25,12.30,12.25,12.71,8,2425,29881.00,
524699,KILBURN CHEM,X ,Q,96.05,96.25,96.05,96.25,96.20,97.50,5,651,62628.00,
524703,SANDU PHARMA,XT,Q,28.75,28.75,28.75,28.75,28.75,28.15,5,501,14403.00,
524709,NACLIND     ,B ,Q,38.45,39.35,37.55,39.05,39.25,39.20,48,11088,428997.00,
524711,VISTA PHARMA,X ,Q,38.65,39.40,36.25,36.60,36.60,37.85,56,10067,379589.00,
524715,SUN PHARMA. ,A ,Q,473.00,487.50,471.35,474.05,474.05,471.85,6086,404276,194195304.00,
524717,TITAN BIOTEC,XT,Q,60.00,60.00,58.05,58.05,58.05,60.00,3,200,11623.00,
524727,SDL         ,X ,Q,37.00,37.00,34.40,34.40,34.40,37.00,2,101,3734.00,
524731,JENBURKT PH.,X ,Q,693.70,696.40,670.00,670.00,670.00,682.25,19,314,213130.00,
524735,HIKAL LTD.  ,B ,Q,256.00,256.95,240.00,241.15,242.80,244.85,1010,55272,13806416.00,
524742,CAPLIN POINT,B ,Q,585.00,592.00,580.00,580.95,583.30,579.60,108,1786,1040080.00,
524748,LINK PHARMA ,X ,Q,42.50,45.00,42.50,43.25,43.00,44.60,20,2668,115639.00,
524752,COMBAT DRUGS,XT,Q,22.70,22.70,22.70,22.70,22.70,21.70,1,10,227.00,
524758,WINTAC LTD  ,X ,Q,232.00,234.95,225.00,230.05,230.00,226.45,97,4480,1031553.00,
524764,NUTRA       ,X ,Q,27.50,29.65,26.00,28.60,29.00,27.00,190,32577,904862.00,
524768,EMMESSAR BIO,X ,Q,28.15,29.80,28.15,28.15,28.15,29.90,5,301,8491.00,
524774,NGL FINE CHM,X ,Q,467.05,469.00,460.00,460.35,460.00,466.30,37,1498,695299.00,
524790,EVEREST ORG.,X ,Q,114.95,115.00,114.50,114.50,114.50,110.05,4,110,12641.00,
524804,AUROB.PHARMA,A ,Q,603.00,621.00,603.00,611.25,611.10,609.45,1655,90205,55393108.00,
524808,PHYTOCHEM I.,X ,Q,58.50,59.65,56.65,57.90,57.90,57.55,31,3313,190451.00,
524816,NATCO PHARM ,A ,Q,815.95,815.95,793.55,796.30,794.05,797.90,293,9750,7795374.00,
524818,DYNAMIC IND.,X ,Q,101.10,105.00,98.20,100.20,99.60,104.50,153,11352,1147659.00,
524820,PANAMA PETRO,B ,Q,196.55,203.55,196.55,197.75,197.90,197.80,130,10332,2046805.00,
524824,BAL PHARMA  ,B ,Q,81.50,81.50,81.20,81.20,81.20,81.55,5,335,27293.00,
524828,BDH INDUS.  ,XT,Q,67.20,70.00,67.20,69.75,69.70,69.10,16,901,62024.00,
526001,JAUS POLYMER,X ,Q,21.05,21.05,20.30,20.70,21.05,20.10,3,3,62.00,
526043,POLYMECH.MCH,X ,Q,33.00,33.00,32.40,32.85,32.40,35.25,2,700,22980.00,
526093,SATVAH.ISPAT,B ,Q,16.35,16.45,16.00,16.20,16.25,16.35,30,3355,54304.00,
526113,UNIROYAL MAR,XT,Q,10.47,10.47,10.47,10.47,10.47,11.02,1,200,2094.00,
526117,SHERVANI IND,X ,Q,795.40,819.00,779.00,780.40,779.00,820.00,60,1133,895163.00,
526133,SUPERTEX IND,X ,Q,4.99,5.23,4.99,5.23,5.23,4.99,3,1209,6035.00,
526137,SHETRON LTD ,X ,Q,52.00,52.00,44.30,46.65,47.00,46.50,29,1808,84164.00,
526139,TRANSGENE BI,XT,Q,2.04,2.05,2.04,2.04,2.04,2.14,10,13235,26999.00,
526143,MPL         ,XT,Q,15.55,15.55,14.70,14.70,14.70,14.90,13,2431,36113.00,
526159,NIKHIL ADHSV,X ,Q,260.00,260.00,231.00,239.50,239.50,235.00,22,2861,685535.00,
526161,SPENTA INT. ,X ,Q,130.00,130.05,130.00,130.05,130.05,140.85,2,351,45647.00,
526169,MULTIBASE I ,X ,Q,650.00,664.95,650.00,656.05,656.05,664.90,68,3289,2155182.00,
526173,ANDREW YULE ,B ,Q,27.50,28.00,26.60,26.85,26.85,27.60,343,156304,4247070.00,
526179,LUDOLOW JUTE,X ,Q,82.60,84.85,77.20,81.15,80.80,83.80,67,3052,249019.00,
526217,HITECHCORP  ,B ,Q,148.90,148.90,142.60,142.80,143.10,148.20,5,85,12167.00,
526225,BLOOM DEKOR ,X ,Q,41.25,42.00,35.05,40.05,40.05,43.55,27,1227,49366.00,
526227,FILATEX INDI,B ,Q,206.25,211.00,201.00,202.80,202.80,206.85,307,35109,7212988.00,
526235,MERCATOR    ,B ,Q,25.25,25.45,24.55,24.90,24.90,25.25,428,200935,5006518.00,
526241,AMRAPALI IND,X ,Q,4.58,4.58,4.58,4.58,4.58,4.76,1,50,229.00,
526247,PREMIER EXPL,B ,Q,340.00,353.00,335.00,340.55,335.15,340.00,107,6944,2411411.00,
526263,MOLD-TEK TEC,B ,Q,46.65,46.70,44.40,44.75,44.40,47.25,17,103938,4754876.00,
526285,DIVYAJYOTI I,X ,Q,7.14,7.14,7.14,7.14,7.14,7.51,1,300,2142.00,
526299,MPHASIS LTD ,A ,Q,974.10,1032.00,966.00,985.45,985.45,984.70,5802,115985,115324073.00,
526315,DIVYA.GRANIT,XT,Q,78.95,85.00,78.90,85.00,85.00,83.05,4,1400,110491.00,
526325,ORIENT PRESS,B ,Q,361.00,374.20,355.05,358.85,355.15,360.55,185,6092,2208367.00,
526355,DURO PACK   ,XT,Q,21.40,21.40,21.40,21.40,21.40,22.50,15,234,5007.00,
526365,SWARNASA    ,X ,Q,16.60,16.65,16.55,16.60,16.55,16.75,5,500,8295.00,
526367,GANESH HSG. ,B ,Q,129.20,129.70,125.15,125.85,125.65,127.35,136,16382,2083276.00,
526371,NMDC LTD    ,A ,Q,115.50,117.30,114.10,114.75,114.75,116.20,2020,186875,21495554.00,
526381,PAT INT LOG ,B ,Q,61.75,64.45,61.50,61.80,61.75,59.85,156,8419,529716.00,
526397,ALPHAGEO (I),B ,Q,791.00,802.35,782.70,796.80,800.00,790.70,160,1041,826083.00,
526407,RIT PRO IND ,X ,Q,10.01,11.00,10.01,10.07,10.07,10.64,6,3649,39064.00,
526409,KKALPANAIND ,X ,Q,32.85,33.95,32.85,33.50,33.50,33.10,6,502,16816.00,
526415,OK PLAY (I) ,X ,Q,71.00,72.25,66.60,68.20,66.80,70.05,64,6431,436973.00,
526423,KRITI INDUS.,X ,Q,53.00,54.90,50.75,52.00,51.50,53.75,133,19053,983611.00,
526433,ASM TECHNOLO,X ,Q,141.00,144.80,134.00,136.30,136.30,148.20,26,1930,263086.00,
526435,PERFECTPAC  ,XT,Q,267.15,280.40,253.80,280.25,280.25,267.15,12,392,100739.00,
526443,DATASOFT APP,XT,Q,1.03,1.08,1.03,1.08,1.08,1.03,5,1551,1622.00,
526471,WINSOME BREW,XT,Q,10.50,10.92,9.91,9.99,10.44,10.40,61,13794,140965.00,
526479,SKY INDUST. ,X ,Q,48.50,48.50,44.00,44.65,46.00,48.10,9,831,38296.00,
526492,RISHIROOP   ,X ,Q,114.55,119.00,114.55,115.40,118.45,116.55,24,2130,246875.00,
526494,PROMACT PLAS,X ,Q,3.61,3.61,3.61,3.61,3.61,3.80,1,150,541.00,
526504,DOLPHIN MEDI,XT,Q,1.09,1.12,1.09,1.12,1.12,1.14,4,41899,46869.00,
526506,SYSTAMATIX C,XT,Q,41.80,42.00,41.80,42.00,42.00,40.00,15,3872,162504.00,
526519,ALPINE HSG. ,X ,Q,27.90,27.90,25.10,26.85,26.85,26.00,9,324,8426.00,
526521,SANGHI IND. ,B ,Q,99.40,100.75,97.90,98.65,98.25,99.15,296,28658,2845629.00,
526538,MAXIMAA SYST,X ,Q,8.05,8.05,7.73,7.89,7.89,7.91,6,1034,8000.00,
526544,SCANP GEOM  ,X ,Q,26.50,27.70,25.50,27.00,25.75,27.15,55,30600,814426.00,
526546,CHOKSI LABOR,X ,Q,26.50,26.50,26.50,26.50,26.50,25.85,2,15,397.00,
526550,CCHHL       ,B ,Q,11.29,11.50,10.40,10.65,10.65,11.40,213,192663,2066813.00,
526568,LONGVIEW TEA,XT,Q,18.20,18.20,18.15,18.15,18.15,19.10,4,251,4565.00,
526574,ENTERPR.INTE,X ,Q,14.55,14.55,14.55,14.55,14.55,13.93,1,25,363.00,
526576,TECHIN      ,T ,Q,7.72,7.72,7.36,7.36,7.36,7.72,4,516,3801.00,
526582,TPL PLAST   ,B ,Q,325.10,333.00,307.20,321.95,327.00,329.05,123,2099,677598.00,
526586,WIM PLAST LT,B ,Q,1001.00,1034.90,1000.00,1005.70,1002.00,1011.35,98,56532,56799321.00,
526596,LIBERTY SHOE,B ,Q,219.50,219.50,207.00,211.20,210.00,218.95,141,3750,797380.00,
526608,ELECTROTHERM,B ,Q,149.40,162.90,149.40,161.15,160.30,154.35,119,4754,758381.00,
526612,BLUE DART EX,A ,Q,3250.30,3389.00,3179.00,3354.50,3366.00,3342.95,249,997,3315247.00,
526616,NAT.PLASTIC ,X ,Q,53.00,54.30,50.15,51.75,51.75,52.10,82,1593,83113.00,
526640,ROYALE MANOR,XT,Q,12.05,12.10,12.05,12.10,12.10,12.34,2,251,3024.00,
526642,MIRZA INTER ,B ,Q,128.25,129.80,125.60,128.50,127.65,128.60,214,18239,2346291.00,
526650,TOURISM FINA,B ,Q,153.15,155.00,152.00,153.05,152.75,153.40,224,25830,3945844.00,
526654,THAKKERS DEV,X ,Q,77.55,77.55,77.55,77.55,77.55,73.90,1,1,77.00,
526662,RAJDARSHAN  ,B ,Q,15.00,15.00,15.00,15.00,15.00,15.00,2,35,525.00,
526666,BHARTIYA INT,B ,Q,405.00,405.05,390.00,392.30,390.10,401.40,22,1076,435195.00,
526668,KAMAT HOTELS,B ,Q,99.90,99.90,94.60,95.45,95.40,97.00,107,8986,858662.00,
526683,HOTEL RUGBY ,T ,Q,2.44,2.44,2.44,2.44,2.44,2.56,1,3030,7393.00,
526687,POLO HOTELS ,XT,Q,6.85,7.14,6.85,7.03,7.00,6.80,20,14185,99853.00,
526703,ECOPLAST LTD,X ,Q,153.25,158.75,153.25,158.70,158.70,157.85,9,216,33781.00,
526705,ELEGANT MARB,X ,Q,187.00,190.00,183.00,190.00,190.00,195.00,10,1399,257079.00,
526707,ALCHEMIST LT,T ,Q,8.00,8.20,7.95,7.95,7.95,8.36,5,197,1581.00,
526717,GOPALA POLY.,X ,Q,134.00,134.40,129.00,130.85,129.00,131.65,229,45885,5990635.00,
526721,NICCO PARKS ,XT,Q,40.00,40.00,38.25,38.30,38.25,39.70,15,1492,57335.00,
526723,NTC INDUST  ,X ,Q,44.80,44.80,38.25,39.45,39.45,40.00,10,550,21727.00,
526725,SANDESH LTD.,B ,Q,1035.15,1060.20,1035.15,1048.85,1038.00,1032.30,5,8,8388.00,
526727,GARNET CONST,X ,Q,20.50,20.50,19.35,19.90,19.90,19.50,25,1727,33728.00,
526729,GOLDIAM INT.,B ,Q,72.75,72.75,71.50,72.20,72.20,71.60,14,1391,100667.00,
526731,BRIGHT BROS.,X ,Q,97.20,103.00,97.20,102.00,102.00,99.10,10,851,86945.00,
526735,EXCAST      ,Z ,Q,0.67,0.67,0.67,0.67,0.67,0.70,3,30,20.00,
526737,CORPOR COUR ,X ,Q,23.05,26.95,23.05,25.75,25.75,24.60,38,5620,144942.00,
526739,NARMADA GEL ,X ,Q,146.00,146.00,144.10,144.80,144.10,146.00,15,2067,300113.00,
526747,P.G.FOILS   ,X ,Q,137.05,141.70,137.05,140.65,141.50,138.60,25,1219,170854.00,
526775,VALIANT COMM,X ,Q,55.85,57.80,55.80,57.65,57.65,56.80,18,3829,215922.00,
526797,GREENPLY IND,B ,Q,298.00,302.00,294.00,294.35,294.00,299.20,63,1151,342209.00,
526801,PSL LTD     ,B ,Q,2.87,2.87,2.85,2.85,2.85,2.74,4,2488,7130.00,
526807,SEAMEC LTD  ,B ,Q,225.20,232.50,220.50,231.40,231.40,226.40,89,3866,882287.00,
526817,CHEVIOT CO. ,X ,Q,1595.00,1599.10,1540.00,1556.55,1560.00,1567.80,169,1807,2823763.00,
526821,DAI-ICHI KAR,X ,Q,390.00,397.90,385.75,390.80,392.80,389.00,40,2213,864777.00,
526827,SPICE ISLAND,X ,Q,18.15,21.90,18.15,21.30,21.65,20.85,10,32,664.00,
526829,CONFI PETRO ,XT,Q,49.00,51.30,48.25,49.30,49.30,49.15,1091,782311,38775309.00,
526847,ASHIRWAD STL,XT,Q,12.99,12.99,12.99,12.99,12.99,12.99,1,3,38.00,
526849,BANARAS BEAD,B ,Q,56.80,56.80,55.10,55.60,55.60,58.65,26,7878,443239.00,
526851,AREX IND.   ,XT,Q,95.75,95.75,86.65,91.10,91.10,91.20,8,63,5967.00,
526853,BILCARE LTD.,X ,Q,50.50,52.95,49.00,51.00,51.00,51.35,110,43077,2179746.00,
526859,INTER ST.FIN,XT,Q,0.50,0.50,0.50,0.50,0.50,0.48,1,10482,5241.00,
526861,RISHI LASER ,X ,Q,29.50,29.70,29.00,29.00,29.00,29.60,11,3495,102912.00,
526865,JAINCO PROJ.,X ,Q,1.68,1.68,1.68,1.68,1.68,1.73,2,1000,1680.00,
526881,63MOONS     ,B ,Q,83.80,84.20,81.50,82.00,81.50,83.55,463,25862,2139019.00,
526885,SARLA PER F ,B ,Q,48.25,49.35,48.25,48.55,48.55,48.45,23,1803,87971.00,
526891,MARKET CREAT,X ,Q,9.50,9.50,9.50,9.50,9.50,9.05,1,50,475.00,
526899,HFIL        ,X ,Q,36.10,36.50,35.40,35.75,35.50,35.45,120,56031,2016860.00,
526905,PADMAIND    ,X ,Q,114.00,115.00,108.00,108.00,108.00,113.45,9,3003,344581.00,
526917,CHD DEV LTD ,X ,Q,16.30,16.80,16.15,16.40,16.25,16.75,31,25638,424899.00,
526921,21ST CEN.MGM,B ,Q,41.50,42.90,41.45,42.50,42.50,42.25,9,1302,54499.00,
526927,DION        ,X ,Q,20.80,22.00,20.10,20.10,20.10,21.15,46,8990,181252.00,
526931,HARIYANA SH.,X ,Q,96.50,98.80,90.00,92.50,92.50,94.65,73,4047,375175.00,
526945,TYROON TEA  ,X ,Q,50.70,50.70,50.70,50.70,50.70,48.30,1,1,50.00,
526947,LA-OPALA RG ,B ,Q,276.05,281.85,274.00,274.80,274.50,277.95,72,1196,331035.00,
526951,GOLDEN LAMIN,X ,Q,735.00,737.60,685.00,708.20,708.20,727.85,67,4227,3004364.00,
526953,VENUS REMEDI,B ,Q,65.75,66.65,64.35,65.00,64.65,67.05,87,6897,449849.00,
526957,UDL         ,X ,Q,56.00,56.80,53.20,53.40,53.65,54.10,65,31449,1753583.00,
526971,DHOOT I.FIN.,X ,Q,64.00,65.90,62.10,63.65,65.20,63.60,22,1119,71343.00,
526981,SHRI BAJRANG,X ,Q,17.50,19.90,16.60,19.40,19.40,20.00,6,245,4209.00,
526987,URJA GLOBAL ,B ,Q,4.07,4.16,4.07,4.16,4.16,3.97,199,379267,1571724.00,
